wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,defects
9.0,1.0,0.0,19.0,46.0,8.0,3.0,0.0,5.0,0.4375,350.0,1.0,3.0,0.0,0.3125,0.0,0.0,37.44444444,1.0,0.7778,0
2.0,5.0,0.0,2.0,5.0,1.0,0.0,0.0,2.0,2.0,11.0,0.0,0.0,0.985507246,1.0,1.0,1.0,4.5,1.0,0.5,0
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1
7.0,1.0,0.0,9.0,36.0,0.0,1.0,0.0,5.0,0.416666667,181.0,0.5,0.0,0.0,0.444444444,0.0,0.0,24.57142857,1.0,0.7143,0
6.0,1.0,0.0,2.0,7.0,7.0,2.0,0.0,6.0,0.7,29.0,0.0,0.0,0.0,0.75,0.0,0.0,3.5,1.0,0.8333,0
11.0,1.0,0.0,2.0,23.0,15.0,1.0,0.0,11.0,0.7,167.0,0.0,1.0,0.0,0.318181818,0.0,0.0,13.72727273,2.0,1.0,0
10.0,1.0,0.0,4.0,11.0,45.0,3.0,0.0,10.0,1.111111111,24.0,0.0,0.0,0.0,0.34,0.0,0.0,0.3,1.0,0.9,0
42.0,2.0,0.0,26.0,98.0,683.0,10.0,0.0,41.0,0.948350072,962.0,1.0,0.0,0.633027523,0.25203252,2.0,7.0,21.5,10.0,1.5476,0
3.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,3.0,0.0,31.0,1.0,0.0,0.894736842,0.444444444,0.0,0.0,9.0,2.0,1.0,0
10.0,1.0,0.0,79.0,37.0,39.0,76.0,0.0,7.0,0.592592593,296.0,1.0,0.0,0.0,0.611111111,0.0,0.0,28.3,5.0,1.5,0
7.0,3.0,0.0,35.0,12.0,11.0,35.0,0.0,7.0,0.166666667,77.0,1.0,0.0,0.85,0.523809524,1.0,2.0,9.714285714,4.0,0.8571,0
4.0,1.0,0.0,2.0,9.0,0.0,1.0,0.0,2.0,0.25,91.0,0.0,1.0,0.0,0.625,0.0,0.0,20.75,5.0,2.0,0
4.0,3.0,0.0,2.0,6.0,6.0,1.0,0.0,4.0,1.0,21.0,1.0,1.0,0.833333333,0.4,1.0,2.0,4.0,1.0,0.75,0
5.0,1.0,1.0,0.0,6.0,10.0,0.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,0.533333333,0.0,0.0,0.6,1.0,0.8,0
30.0,1.0,0.0,14.0,71.0,135.0,2.0,0.0,22.0,0.780788177,836.0,1.0,6.0,0.0,0.162068966,0.0,0.0,26.4,6.0,1.6333,0
3.0,2.0,0.0,3.0,9.0,1.0,1.0,0.0,2.0,0.5,59.0,1.0,1.0,0.75,0.555555556,0.0,0.0,18.33333333,2.0,1.0,0
5.0,1.0,0.0,18.0,5.0,10.0,18.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,1.0,0
7.0,2.0,0.0,4.0,25.0,9.0,1.0,0.0,7.0,0.5,331.0,1.0,0.0,0.785714286,0.342857143,2.0,2.0,46.0,5.0,1.0,0
4.0,5.0,0.0,2.0,11.0,0.0,0.0,0.0,4.0,0.0,56.0,1.0,0.0,0.957746479,0.625,2.0,2.0,12.75,1.0,0.75,0
10.0,4.0,0.0,2.0,20.0,0.0,1.0,0.0,9.0,0.388888889,92.0,1.0,1.0,0.848484848,0.296296296,2.0,2.0,8.0,2.0,0.8,0
2.0,2.0,0.0,7.0,8.0,0.0,3.0,0.0,2.0,0.0,44.0,1.0,0.0,0.916666667,0.833333333,0.0,0.0,20.0,1.0,0.5,0
17.0,1.0,0.0,6.0,32.0,72.0,3.0,0.0,16.0,0.7125,378.0,1.0,0.0,0.0,0.8125,0.0,0.0,20.94117647,7.0,2.2353,0
3.0,2.0,0.0,2.0,11.0,0.0,1.0,0.0,3.0,0.0,52.0,1.0,0.0,0.846153846,0.5,0.0,0.0,16.0,1.0,0.6667,0
2.0,1.0,0.0,5.0,4.0,1.0,4.0,0.0,1.0,1.76744186,79.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,1
2.0,3.0,5.0,7.0,3.0,1.0,5.0,0.0,2.0,2.0,8.0,0.0,0.0,0.975,0.666666667,0.0,0.0,3.0,1.0,0.5,0
118.0,1.0,0.0,10.0,210.0,3267.0,1.0,0.0,104.0,0.928547009,1160.0,0.92,4.0,0.0,0.130536131,0.0,0.0,8.618644068,3.0,1.0424,1
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1
2.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0
8.0,2.0,0.0,0.0,35.0,28.0,0.0,0.0,7.0,2.0,343.0,0.0,0.0,0.5,0.525,0.0,0.0,41.875,6.0,1.75,0
16.0,2.0,1.0,6.0,42.0,34.0,5.0,0.0,13.0,0.644444444,287.0,1.0,0.0,0.48,0.186666667,0.0,0.0,16.75,7.0,1.8125,0
8.0,1.0,0.0,4.0,35.0,12.0,2.0,0.0,6.0,0.666666667,204.0,1.0,2.0,0.0,0.285714286,0.0,0.0,23.75,3.0,1.625,0
34.0,1.0,0.0,19.0,34.0,561.0,19.0,0.0,34.0,2.0,34.0,0.0,0.0,0.0,0.210084034,0.0,0.0,0.0,1.0,1.0,0
4.0,1.0,0.0,4.0,4.0,6.0,2.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,1.0,0
5.0,3.0,0.0,2.0,11.0,8.0,1.0,0.0,5.0,0.75,37.0,1.0,1.0,0.833333333,0.36,1.0,1.0,6.2,1.0,0.8,0
2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
41.0,1.0,0.0,17.0,92.0,658.0,6.0,0.0,20.0,0.84375,2453.0,1.0,2.0,0.0,0.194642857,0.0,0.0,58.73170732,10.0,3.7073,0
4.0,5.0,1.0,0.0,8.0,6.0,0.0,0.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666666667,0.0,0.0,4.0,0.0,0.0,0
4.0,2.0,0.0,8.0,13.0,4.0,1.0,0.0,2.0,1.0,36.0,1.0,1.0,0.909090909,0.555555556,0.0,0.0,7.5,1.0,0.5,0
9.0,1.0,0.0,1.0,10.0,36.0,0.0,0.0,9.0,2.0,12.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.333333333,1.0,0.8889,0
5.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,5.0,0.5,22.0,1.0,0.0,0.0,0.4,0.0,0.0,3.2,1.0,0.8,0
17.0,2.0,0.0,14.0,69.0,78.0,0.0,0.0,16.0,0.791666667,348.0,0.5,2.0,0.615384615,0.203125,1.0,3.0,19.11764706,3.0,1.4118,0
4.0,5.0,0.0,2.0,13.0,0.0,0.0,0.0,4.0,0.0,58.0,1.0,0.0,0.957746479,0.625,1.0,1.0,13.25,1.0,0.75,0
60.0,1.0,0.0,19.0,143.0,1080.0,8.0,0.0,52.0,0.825084746,1833.0,1.0,4.0,0.0,0.13700565,0.0,0.0,29.13333333,19.0,2.1833,1
13.0,1.0,0.0,12.0,25.0,40.0,12.0,0.0,13.0,0.923611111,265.0,0.083333333,1.0,0.0,0.369230769,0.0,0.0,18.46153846,5.0,1.4615,0
42.0,1.0,0.0,19.0,96.0,569.0,14.0,0.0,31.0,0.889135255,897.0,0.772727273,3.0,0.0,0.134146341,0.0,0.0,19.83333333,9.0,1.9286,0
1.0,3.0,0.0,4.0,2.0,0.0,4.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0
2.0,4.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,8.0,0.0,0.0,0.975609756,0.666666667,0.0,0.0,3.0,1.0,0.5,0
7.0,1.0,0.0,1.0,13.0,0.0,1.0,0.0,5.0,0.5,221.0,1.0,2.0,0.0,0.428571429,0.0,0.0,29.85714286,7.0,3.2857,0
4.0,4.0,0.0,0.0,8.0,6.0,0.0,0.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666666667,0.0,0.0,4.0,0.0,0.0,0
44.0,1.0,0.0,26.0,166.0,428.0,9.0,0.0,2.0,0.880620155,2361.0,1.0,7.0,0.0,0.141649049,0.0,0.0,52.31818182,11.0,2.0909,1
6.0,1.0,0.0,2.0,22.0,0.0,0.0,0.0,5.0,0.666666667,161.0,1.0,1.0,0.0,0.444444444,0.0,0.0,25.33333333,8.0,2.0,0
5.0,4.0,0.0,4.0,37.0,6.0,1.0,0.0,1.0,0.5,203.0,1.0,0.0,0.911764706,0.666666667,2.0,2.0,39.4,1.0,0.6,0
24.0,1.0,0.0,0.0,24.0,276.0,0.0,0.0,24.0,2.0,24.0,0.0,0.0,0.0,0.358333333,0.0,0.0,0.0,1.0,1.0,0
2.0,2.0,0.0,4.0,10.0,1.0,1.0,0.0,2.0,2.0,45.0,0.0,0.0,0.916666667,0.666666667,1.0,1.0,21.5,1.0,0.5,0
6.0,3.0,0.0,4.0,45.0,0.0,0.0,0.0,4.0,0.2,379.0,1.0,0.0,0.827586207,0.625,2.0,5.0,61.16666667,1.0,0.8333,0
5.0,3.0,2.0,0.0,8.0,4.0,0.0,0.0,5.0,0.5,31.0,1.0,0.0,0.944444444,0.6,0.0,0.0,5.0,1.0,0.2,0
9.0,1.0,0.0,0.0,17.0,30.0,0.0,0.0,7.0,0.875,98.0,1.0,3.0,0.0,0.288888889,0.0,0.0,9.555555556,12.0,2.1111,0
3.0,2.0,0.0,5.0,12.0,1.0,1.0,0.0,3.0,0.0,259.0,1.0,0.0,0.666666667,0.555555556,1.0,1.0,85.0,1.0,0.3333,0
2.0,3.0,0.0,4.0,4.0,1.0,1.0,0.0,2.0,2.0,13.0,0.0,0.0,0.975,0.666666667,0.0,0.0,5.5,1.0,0.5,0
8.0,2.0,0.0,4.0,23.0,16.0,1.0,0.0,8.0,0.428571429,166.0,1.0,0.0,0.733333333,0.46875,1.0,1.0,19.375,1.0,0.5,0
38.0,2.0,0.0,14.0,144.0,521.0,0.0,0.0,26.0,0.895135135,2014.0,1.0,3.0,0.357142857,0.155405405,0.0,0.0,51.34210526,31.0,3.5526,0
14.0,5.0,0.0,2.0,34.0,29.0,0.0,0.0,14.0,0.769230769,263.0,1.0,0.0,0.839506173,0.476190476,1.0,1.0,17.35714286,1.0,0.9286,0
42.0,3.0,0.0,4.0,67.0,697.0,2.0,0.0,33.0,0.282229965,655.0,0.857142857,1.0,0.512820513,0.166297118,2.0,4.0,14.42857143,4.0,1.0238,0
4.0,2.0,0.0,19.0,76.0,0.0,1.0,0.0,1.0,0.5,640.0,1.0,1.0,0.875,0.666666667,1.0,1.0,158.5,5.0,1.5,1
5.0,1.0,0.0,23.0,9.0,0.0,19.0,0.0,5.0,0.375,183.0,1.0,2.0,0.0,0.4,0.0,0.0,35.2,6.0,2.2,0
8.0,1.0,0.0,3.0,15.0,4.0,3.0,0.0,7.0,0.5,84.0,1.0,0.0,0.0,0.5,0.0,0.0,9.25,4.0,1.75,0
8.0,2.0,0.0,16.0,65.0,16.0,1.0,0.0,2.0,0.857142857,408.0,1.0,1.0,0.769230769,0.428571429,0.0,0.0,49.625,10.0,3.25,0
5.0,3.0,0.0,12.0,26.0,10.0,0.0,0.0,5.0,1.25,142.0,1.0,0.0,0.923076923,0.4,1.0,3.0,27.2,1.0,0.8,1
20.0,1.0,0.0,15.0,89.0,60.0,6.0,0.0,17.0,0.796052632,826.0,1.0,5.0,0.0,0.133333333,0.0,0.0,39.5,10.0,1.6,1
1.0,1.0,0.0,20.0,1.0,0.0,19.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
5.0,2.0,0.0,14.0,45.0,8.0,0.0,0.0,3.0,1.0,263.0,1.0,1.0,0.869565217,0.4,0.0,0.0,51.2,3.0,1.0,1
71.0,1.0,4.0,34.0,174.0,1809.0,14.0,0.0,62.0,0.917857143,1902.0,1.0,8.0,0.0,0.069387755,0.0,0.0,25.3943662,9.0,2.2254,0
6.0,1.0,0.0,2.0,18.0,9.0,1.0,0.0,4.0,0.7,1355.0,0.5,1.0,0.0,0.25,0.0,0.0,224.5,15.0,4.1667,0
4.0,3.0,0.0,16.0,46.0,4.0,0.0,0.0,3.0,0.888888889,283.0,0.666666667,0.0,0.96,0.5,1.0,3.0,69.0,1.0,0.5,0
5.0,1.0,0.0,0.0,7.0,8.0,0.0,0.0,4.0,0.75,23.0,0.0,1.0,0.0,0.75,0.0,0.0,3.4,1.0,0.6,0
9.0,1.0,0.0,9.0,20.0,12.0,5.0,0.0,4.0,0.696428571,169.0,1.0,1.0,0.0,0.444444444,0.0,0.0,17.0,5.0,1.3333,0
11.0,5.0,0.0,3.0,32.0,17.0,0.0,0.0,10.0,0.75,249.0,1.0,0.0,0.908256881,0.327272727,1.0,1.0,21.27272727,1.0,0.9091,0
6.0,2.0,0.0,9.0,13.0,0.0,8.0,0.0,6.0,0.4,100.0,1.0,0.0,0.705882353,0.666666667,0.0,0.0,15.33333333,5.0,1.5,0
4.0,1.0,0.0,8.0,6.0,0.0,7.0,0.0,3.0,0.333333333,24.0,1.0,1.0,0.0,0.333333333,0.0,0.0,4.75,2.0,1.0,0
34.0,1.0,0.0,66.0,34.0,561.0,62.0,0.0,34.0,1.03030303,40.0,0.0,0.0,0.0,0.109243697,0.0,0.0,0.0,1.0,1.0,0
5.0,3.0,0.0,5.0,10.0,0.0,2.0,0.0,5.0,2.0,38.0,0.0,0.0,0.906976744,0.55,0.0,0.0,6.6,1.0,0.8,0
2.0,4.0,0.0,5.0,5.0,1.0,1.0,0.0,2.0,2.0,24.0,0.0,0.0,0.975609756,0.666666667,0.0,0.0,11.0,1.0,0.5,0
2.0,1.0,4.0,8.0,3.0,1.0,6.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.75,0.0,0.0,1.5,1.0,0.5,0
7.0,1.0,2.0,12.0,9.0,0.0,12.0,0.0,7.0,0.25,65.0,1.0,0.0,0.0,0.523809524,0.0,0.0,8.0,1.0,0.5714,0
9.0,1.0,0.0,6.0,23.0,10.0,2.0,0.0,8.0,0.791666667,132.0,1.0,4.0,0.0,0.325,0.0,0.0,13.0,2.0,1.0,0
6.0,2.0,0.0,3.0,27.0,13.0,1.0,0.0,6.0,0.4,139.0,1.0,0.0,0.846153846,0.4,1.0,1.0,21.83333333,1.0,0.3333,0
2.0,5.0,0.0,2.0,5.0,1.0,0.0,0.0,2.0,2.0,11.0,0.0,0.0,0.985507246,1.0,1.0,1.0,4.5,1.0,0.5,0
15.0,2.0,0.0,10.0,61.0,63.0,0.0,0.0,13.0,0.785714286,488.0,1.0,1.0,0.759259259,0.714285714,0.0,0.0,31.33333333,3.0,1.4667,0
1.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0
10.0,1.0,0.0,5.0,15.0,27.0,5.0,0.0,9.0,0.777777778,101.0,0.0,1.0,0.0,0.240740741,0.0,0.0,8.8,1.0,0.8,0
1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0
11.0,3.0,0.0,4.0,27.0,11.0,1.0,0.0,10.0,0.583333333,169.0,1.0,3.0,0.4,0.174242424,1.0,1.0,13.81818182,3.0,1.0,0
2.0,2.0,0.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.666666667,1.0,0.0,0.0,3.5,1.0,0.5,0
2.0,1.0,0.0,5.0,16.0,0.0,1.0,0.0,1.0,0.0,78.0,1.0,0.0,0.0,0.75,0.0,0.0,37.5,1.0,0.5,0
5.0,1.0,0.0,3.0,27.0,10.0,1.0,0.0,4.0,1.25,237.0,1.0,0.0,0.0,0.375,0.0,0.0,46.0,6.0,3.0,0
28.0,2.0,2.0,0.0,29.0,374.0,0.0,0.0,27.0,1.007407407,48.0,0.4,0.0,0.325,0.171428571,0.0,0.0,0.535714286,1.0,0.9643,0
3.0,2.0,0.0,2.0,6.0,3.0,2.0,0.0,3.0,1.5,31.0,0.0,0.0,0.9375,0.666666667,0.0,0.0,9.0,3.0,1.0,0
60.0,2.0,0.0,16.0,163.0,1204.0,2.0,0.0,55.0,0.90440678,1551.0,0.52,2.0,0.292682927,0.111864407,1.0,1.0,24.43333333,13.0,1.4667,0
3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.5,22.0,1.0,0.0,0.666666667,0.466666667,0.0,0.0,5.666666667,1.0,0.6667,0
69.0,1.0,0.0,12.0,158.0,0.0,5.0,0.0,62.0,0.893137255,1383.0,0.866666667,3.0,0.0,0.18729097,0.0,0.0,18.82608696,18.0,1.5942,0
10.0,1.0,0.0,26.0,128.0,23.0,1.0,0.0,3.0,0.888888889,1066.0,0.833333333,2.0,0.0,0.296296296,0.0,0.0,105.0,22.0,4.1,1
10.0,2.0,0.0,4.0,27.0,3.0,1.0,0.0,10.0,0.4,245.0,1.0,1.0,0.733333333,0.4,1.0,2.0,23.0,3.0,0.6,0
4.0,1.0,0.0,6.0,4.0,6.0,5.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,1.0,1.0,0
16.0,1.0,0.0,5.0,36.0,62.0,5.0,0.0,15.0,0.693333333,349.0,1.0,1.0,0.0,0.375,0.0,0.0,20.5,8.0,2.0,0
20.0,1.0,0.0,17.0,59.0,22.0,2.0,0.0,17.0,0.664473684,585.0,1.0,5.0,0.0,0.368421053,0.0,0.0,27.85,11.0,2.5,1
8.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,8.0,0.0,223.0,1.0,1.0,0.5,0.65625,0.0,0.0,26.625,5.0,1.625,0
2.0,4.0,0.0,5.0,5.0,1.0,1.0,0.0,2.0,2.0,24.0,0.0,0.0,0.975609756,0.666666667,0.0,0.0,11.0,1.0,0.5,0
2.0,1.0,0.0,2.0,4.0,1.0,2.0,0.0,1.0,1.875,20.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0
1.0,5.0,0.0,2.0,7.0,0.0,2.0,0.0,1.0,2.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,0.0,0
2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
3.0,3.0,0.0,4.0,9.0,3.0,1.0,0.0,3.0,2.0,63.0,0.0,0.0,0.951219512,0.666666667,0.0,0.0,20.0,1.0,0.6667,0
23.0,2.0,0.0,18.0,83.0,137.0,3.0,0.0,14.0,0.835227273,845.0,1.0,2.0,0.487804878,0.2,1.0,1.0,35.39130435,8.0,2.3043,1
3.0,1.0,0.0,3.0,13.0,3.0,1.0,0.0,2.0,1.5,106.0,1.0,0.0,0.0,0.533333333,0.0,0.0,33.66666667,6.0,3.3333,1
5.0,1.0,0.0,7.0,17.0,0.0,0.0,0.0,2.0,0.416666667,79.0,1.0,2.0,0.0,0.625,0.0,0.0,14.2,3.0,1.4,0
4.0,1.0,0.0,5.0,52.0,0.0,0.0,0.0,4.0,0.333333333,307.0,1.0,1.0,0.0,0.4,0.0,0.0,74.25,1.0,0.75,0
12.0,1.0,1.0,5.0,19.0,0.0,4.0,0.0,12.0,0.636363636,268.0,0.5,1.0,0.0,0.638888889,0.0,0.0,21.0,4.0,2.0833,0
18.0,1.0,0.0,3.0,21.0,73.0,2.0,0.0,18.0,0.836601307,152.0,0.666666667,1.0,0.0,0.277777778,0.0,0.0,6.944444444,2.0,1.0556,0
4.0,1.0,0.0,1.0,4.0,6.0,1.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0
18.0,1.0,2.0,0.0,35.0,0.0,0.0,0.0,18.0,0.0,111.0,1.0,1.0,0.0,0.277777778,0.0,0.0,5.111111111,2.0,1.0,0
8.0,1.0,0.0,12.0,8.0,28.0,10.0,0.0,8.0,2.0,8.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0
62.0,1.0,0.0,40.0,133.0,329.0,14.0,0.0,6.0,0.613114754,3133.0,0.8,0.0,0.0,0.05702067,0.0,0.0,49.4516129,4.0,1.0645,0
12.0,1.0,0.0,2.0,21.0,0.0,2.0,0.0,12.0,0.836363636,304.0,0.4,0.0,0.0,0.458333333,0.0,0.0,23.91666667,7.0,1.3333,0
4.0,1.0,0.0,6.0,11.0,6.0,1.0,0.0,2.0,2.0,166.0,0.0,0.0,0.0,0.55,0.0,0.0,40.5,2.0,1.0,0
2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0
39.0,3.0,0.0,1.0,78.0,0.0,0.0,0.0,35.0,0.763157895,560.0,1.0,1.0,0.449275362,0.131868132,1.0,1.0,13.17948718,8.0,1.8462,1
14.0,3.0,0.0,4.0,29.0,11.0,1.0,0.0,14.0,0.692307692,149.0,1.0,0.0,0.428571429,0.255102041,1.0,1.0,9.428571429,6.0,1.6429,0
8.0,2.0,0.0,4.0,23.0,16.0,1.0,0.0,8.0,0.428571429,165.0,1.0,0.0,0.733333333,0.46875,1.0,1.0,19.25,1.0,0.5,0
22.0,1.0,15.0,33.0,50.0,189.0,19.0,0.0,21.0,0.933333333,376.0,1.0,3.0,0.0,0.174603175,0.0,0.0,15.63636364,2.0,1.0,0
4.0,1.0,0.0,3.0,30.0,0.0,0.0,0.0,2.0,0.611111111,368.0,1.0,0.0,0.0,0.333333333,0.0,0.0,89.5,15.0,4.0,0
10.0,1.0,3.0,0.0,15.0,35.0,0.0,0.0,10.0,0.851851852,66.0,1.0,0.0,0.0,0.3,0.0,0.0,5.3,2.0,1.0,0
