wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,defects
2.0,3.0,0.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,19.0,0.0,0.0,0.9375,1.0,2.0,2.0,8.0,1.0,0.5,0
3.0,1.0,0.0,3.0,6.0,3.0,1.0,2.0,2.0,2.0,16.0,0.0,0.0,0.0,0.333333333,0.0,0.0,4.333333333,1.0,0.6667,0
4.0,3.0,0.0,3.0,16.0,2.0,0.0,3.0,4.0,0.666666667,76.0,1.0,0.0,0.925,0.5,1.0,1.0,17.5,3.0,1.25,0
11.0,3.0,0.0,8.0,26.0,0.0,0.0,8.0,11.0,0.0,76.0,1.0,1.0,0.787234043,0.287878788,2.0,2.0,5.818181818,1.0,0.9091,0
4.0,1.0,0.0,7.0,20.0,4.0,4.0,3.0,2.0,0.888888889,187.0,0.333333333,0.0,0.0,0.5,0.0,0.0,45.0,9.0,3.5,1
56.0,2.0,2.0,51.0,169.0,1200.0,37.0,16.0,35.0,0.848863636,1842.0,0.875,2.0,0.409638554,0.155844156,1.0,5.0,31.60714286,14.0,2.1964,1
5.0,5.0,0.0,8.0,16.0,0.0,5.0,3.0,3.0,0.583333333,105.0,1.0,1.0,0.931818182,0.583333333,1.0,1.0,19.4,9.0,2.2,0
5.0,1.0,0.0,3.0,41.0,10.0,1.0,2.0,4.0,2.0,241.0,0.0,0.0,0.0,0.36,0.0,0.0,47.2,7.0,4.2,0
7.0,1.0,0.0,3.0,26.0,0.0,1.0,2.0,7.0,0.5,218.0,1.0,0.0,0.0,0.476190476,0.0,0.0,29.57142857,5.0,2.2857,0
17.0,5.0,0.0,6.0,35.0,130.0,0.0,6.0,12.0,0.991071429,207.0,1.0,0.0,0.869918699,0.352941176,2.0,3.0,10.76470588,3.0,1.1765,1
4.0,1.0,0.0,6.0,33.0,0.0,1.0,5.0,2.0,0.333333333,157.0,1.0,1.0,0.0,0.533333333,0.0,0.0,37.5,2.0,0.75,0
5.0,3.0,0.0,6.0,26.0,0.0,0.0,6.0,4.0,0.375,141.0,1.0,0.0,0.902439024,0.466666667,0.0,0.0,26.8,1.0,0.8,0
9.0,4.0,0.0,11.0,54.0,10.0,1.0,11.0,7.0,0.803571429,345.0,1.0,0.0,0.870967742,0.314814815,1.0,1.0,36.55555556,1.0,0.8889,1
3.0,2.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,67.0,1.0,1.0,0.714285714,0.666666667,1.0,1.0,20.33333333,1.0,0.6667,0
6.0,1.0,0.0,3.0,10.0,0.0,0.0,3.0,6.0,0.4,52.0,1.0,1.0,0.0,0.375,0.0,0.0,7.333333333,2.0,1.0,0
4.0,5.0,0.0,7.0,15.0,0.0,6.0,2.0,4.0,0.333333333,77.0,1.0,0.0,0.953846154,0.4375,1.0,1.0,18.0,5.0,2.0,0
4.0,1.0,0.0,2.0,6.0,0.0,0.0,2.0,4.0,0.333333333,19.0,1.0,0.0,0.0,0.625,0.0,0.0,3.5,1.0,0.75,0
9.0,1.0,1.0,4.0,32.0,34.0,1.0,3.0,0.0,0.9375,145.0,1.0,1.0,0.0,0.481481481,0.0,0.0,14.88888889,1.0,0.8889,0
8.0,5.0,0.0,11.0,31.0,0.0,6.0,5.0,8.0,0.693877551,329.0,0.571428571,1.0,0.844444444,0.25,1.0,4.0,39.25,19.0,4.625,0
15.0,4.0,0.0,14.0,83.0,47.0,0.0,14.0,8.0,0.821428571,566.0,1.0,1.0,0.857142857,0.244897959,2.0,2.0,36.2,4.0,1.2,0
1.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
17.0,1.0,0.0,8.0,67.0,90.0,7.0,1.0,13.0,0.703125,878.0,1.0,1.0,0.0,0.29375,0.0,0.0,50.17647059,11.0,2.5294,0
24.0,4.0,2.0,7.0,50.0,270.0,2.0,5.0,20.0,0.434782609,250.0,1.0,1.0,0.706666667,0.162037037,2.0,15.0,9.375,5.0,1.375,0
4.0,1.0,0.0,8.0,20.0,0.0,4.0,4.0,4.0,0.777777778,106.0,1.0,1.0,0.0,0.625,0.0,0.0,24.75,5.0,1.75,0
27.0,2.0,0.0,11.0,53.0,229.0,8.0,3.0,23.0,0.802197802,405.0,1.0,0.0,0.5,0.138047138,1.0,1.0,13.74074074,6.0,1.5185,1
10.0,3.0,0.0,8.0,32.0,15.0,2.0,6.0,10.0,0.666666667,166.0,1.0,1.0,0.769230769,0.3,1.0,1.0,15.3,3.0,1.4,0
1.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
10.0,4.0,0.0,15.0,36.0,3.0,6.0,9.0,10.0,0.583333333,249.0,1.0,2.0,0.795454545,0.266666667,1.0,3.0,23.5,7.0,2.4,0
11.0,4.0,3.0,12.0,41.0,19.0,3.0,9.0,9.0,0.816666667,240.0,0.666666667,0.0,0.811320755,0.290909091,0.0,0.0,20.27272727,4.0,1.2727,0
12.0,1.0,0.0,3.0,22.0,44.0,1.0,2.0,5.0,0.805194805,156.0,1.0,1.0,0.0,0.261904762,0.0,0.0,11.41666667,4.0,1.25,0
12.0,3.0,0.0,14.0,58.0,0.0,0.0,14.0,11.0,0.606060606,303.0,1.0,1.0,0.770833333,0.226190476,2.0,3.0,24.0,3.0,1.25,1
2.0,3.0,0.0,3.0,8.0,1.0,1.0,3.0,2.0,2.0,33.0,0.0,0.0,0.96969697,1.0,0.0,0.0,15.5,1.0,0.5,0
15.0,3.0,0.0,10.0,77.0,41.0,0.0,10.0,12.0,0.785714286,725.0,1.0,3.0,0.74,0.25,1.0,1.0,46.8,2.0,1.2667,1
7.0,3.0,0.0,4.0,38.0,0.0,0.0,4.0,3.0,0.833333333,258.0,1.0,1.0,0.880952381,0.444444444,1.0,1.0,35.28571429,1.0,0.7143,0
4.0,1.0,0.0,6.0,4.0,6.0,5.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0
4.0,4.0,0.0,5.0,8.0,4.0,2.0,3.0,3.0,0.833333333,42.0,1.0,1.0,0.944444444,0.583333333,1.0,1.0,9.0,2.0,1.0,0
21.0,4.0,2.0,9.0,55.0,162.0,4.0,5.0,18.0,0.71,361.0,1.0,1.0,0.768115942,0.19375,2.0,9.0,15.95238095,6.0,1.619,0
4.0,4.0,0.0,3.0,12.0,0.0,0.0,3.0,3.0,0.666666667,55.0,1.0,0.0,0.933333333,0.625,1.0,1.0,12.25,4.0,1.5,0
19.0,1.0,2.0,9.0,21.0,145.0,4.0,5.0,18.0,0.954861111,143.0,1.0,3.0,0.0,0.230263158,0.0,0.0,5.684210526,1.0,0.9474,1
12.0,3.0,0.0,11.0,75.0,44.0,1.0,11.0,7.0,0.936363636,455.0,0.5,0.0,0.770833333,0.236111111,0.0,0.0,36.08333333,4.0,1.75,0
6.0,1.0,0.0,9.0,6.0,15.0,8.0,1.0,6.0,1.2,10.0,0.0,0.0,0.0,0.722222222,0.0,0.0,0.0,1.0,1.0,0
3.0,5.0,0.0,7.0,14.0,3.0,6.0,2.0,3.0,2.0,52.0,0.0,0.0,0.96875,0.555555556,1.0,1.0,16.33333333,3.0,1.6667,0
7.0,2.0,0.0,5.0,27.0,0.0,1.0,4.0,7.0,0.5,115.0,1.0,0.0,0.6,0.476190476,0.0,0.0,15.14285714,4.0,1.2857,0
14.0,3.0,2.0,8.0,38.0,83.0,2.0,6.0,8.0,0.743589744,220.0,1.0,1.0,0.74,0.297619048,1.0,1.0,14.5,4.0,1.2143,1
11.0,2.0,3.0,11.0,39.0,7.0,9.0,2.0,10.0,0.960606061,605.0,1.0,1.0,0.583333333,0.25974026,0.0,0.0,51.0,15.0,2.9091,0
17.0,1.0,0.0,2.0,81.0,100.0,1.0,1.0,9.0,0.7125,654.0,0.8,0.0,0.0,0.274509804,0.0,0.0,37.17647059,7.0,2.0588,0
2.0,2.0,1.0,17.0,14.0,0.0,13.0,5.0,2.0,0.0,103.0,0.0,1.0,0.875,0.666666667,0.0,0.0,50.0,1.0,0.5,0
15.0,3.0,0.0,25.0,44.0,45.0,16.0,10.0,13.0,0.619047619,311.0,1.0,3.0,0.681818182,0.216666667,1.0,1.0,19.33333333,6.0,1.8667,0
29.0,2.0,102.0,184.0,66.0,346.0,181.0,8.0,19.0,0.839285714,375.0,1.0,3.0,0.243243243,0.191570881,1.0,1.0,11.72413793,5.0,1.3448,0
34.0,4.0,0.0,10.0,92.0,39.0,0.0,10.0,29.0,0.723484848,710.0,1.0,2.0,0.643678161,0.148484848,3.0,4.0,19.64705882,5.0,1.9118,1
4.0,1.0,0.0,2.0,13.0,6.0,1.0,1.0,4.0,2.0,45.0,0.0,0.0,0.0,0.625,0.0,0.0,10.25,2.0,1.0,0
7.0,1.0,0.0,15.0,23.0,5.0,7.0,8.0,6.0,0.444444444,148.0,1.0,2.0,0.0,0.523809524,0.0,0.0,19.71428571,3.0,1.1429,0
19.0,4.0,0.0,8.0,84.0,103.0,0.0,8.0,14.0,0.929487179,1034.0,1.0,1.0,0.821052632,0.26984127,0.0,0.0,52.05263158,1.0,0.8947,0
1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0
8.0,5.0,0.0,10.0,23.0,0.0,6.0,4.0,8.0,0.761904762,197.0,0.5,0.0,0.844444444,0.35,1.0,4.0,22.875,6.0,2.25,0
15.0,1.0,0.0,7.0,34.0,75.0,2.0,5.0,11.0,0.9,286.0,0.7,0.0,0.0,0.208333333,0.0,0.0,17.4,5.0,1.5333,0
6.0,1.0,1.0,8.0,22.0,15.0,3.0,5.0,3.0,0.8,163.0,0.0,0.0,0.0,0.305555556,0.0,0.0,25.83333333,4.0,1.3333,0
4.0,3.0,0.0,3.0,18.0,4.0,0.0,3.0,3.0,1.0,111.0,1.0,0.0,0.925,0.75,2.0,2.0,26.25,2.0,1.0,0
7.0,1.0,0.0,16.0,7.0,21.0,15.0,1.0,7.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1
2.0,1.0,0.0,2.0,8.0,1.0,1.0,1.0,2.0,2.0,48.0,0.0,0.0,0.0,0.5,0.0,0.0,23.0,1.0,0.5,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24.0,4.0,0.0,7.0,43.0,222.0,0.0,7.0,20.0,0.943734015,309.0,0.529411765,0.0,0.676056338,0.375,2.0,2.0,11.16666667,8.0,1.375,0
3.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,0.5,14.0,1.0,0.0,0.0,0.666666667,0.0,0.0,3.333333333,1.0,0.6667,0
4.0,4.0,0.0,3.0,7.0,0.0,1.0,2.0,4.0,0.0,161.0,1.0,0.0,0.928571429,0.75,2.0,4.0,38.5,1.0,0.5,0
1.0,7.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,2.0,40.0,0.0,0.0,1.0,1.0,0.0,0.0,37.0,0.0,0.0,0
4.0,2.0,0.0,8.0,10.0,0.0,6.0,2.0,4.0,0.333333333,125.0,1.0,0.0,0.75,0.5,0.0,0.0,29.5,2.0,1.0,0
14.0,5.0,0.0,7.0,49.0,7.0,1.0,6.0,7.0,0.735042735,488.0,1.0,0.0,0.7,0.25,2.0,5.0,33.21428571,12.0,1.7857,1
3.0,1.0,0.0,3.0,18.0,0.0,2.0,1.0,3.0,0.25,204.0,1.0,0.0,0.0,0.666666667,0.0,0.0,65.66666667,2.0,1.0,0
4.0,4.0,12.0,15.0,7.0,4.0,12.0,3.0,3.0,0.666666667,22.0,1.0,1.0,0.928571429,0.5,0.0,0.0,4.25,1.0,0.5,0
8.0,4.0,2.0,9.0,24.0,8.0,2.0,7.0,6.0,0.742857143,143.0,1.0,3.0,0.853658537,0.428571429,1.0,3.0,16.25,4.0,1.5,0
9.0,2.0,0.0,4.0,19.0,10.0,1.0,3.0,6.0,0.729166667,159.0,1.0,1.0,0.529411765,0.277777778,1.0,1.0,16.0,3.0,1.1111,0
3.0,4.0,0.0,4.0,9.0,3.0,1.0,3.0,3.0,2.0,27.0,0.0,0.0,0.972222222,0.555555556,0.0,0.0,8.0,3.0,1.0,0
22.0,3.0,0.0,13.0,80.0,59.0,0.0,13.0,17.0,0.977443609,678.0,1.0,1.0,0.637931034,0.477272727,1.0,1.0,28.95454545,8.0,1.8182,0
11.0,4.0,2.0,8.0,38.0,45.0,2.0,6.0,6.0,0.775,202.0,1.0,0.0,0.896551724,0.285714286,0.0,0.0,17.0,6.0,1.7273,0
4.0,4.0,0.0,4.0,13.0,0.0,1.0,3.0,4.0,0.0,87.0,1.0,0.0,0.928571429,0.75,2.0,4.0,20.5,1.0,0.5,0
12.0,1.0,0.0,2.0,42.0,0.0,1.0,1.0,12.0,0.386363636,234.0,1.0,0.0,0.0,0.444444444,0.0,0.0,18.16666667,4.0,1.5833,0
5.0,1.0,0.0,2.0,7.0,4.0,2.0,0.0,0.0,0.5,39.0,1.0,0.0,0.0,0.7,0.0,0.0,6.2,1.0,0.6,0
12.0,5.0,0.0,10.0,52.0,60.0,2.0,9.0,10.0,0.545454545,213.0,1.0,0.0,0.873417722,0.277777778,3.0,6.0,16.66666667,4.0,1.4167,0
5.0,1.0,0.0,31.0,5.0,10.0,31.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.533333333,0.0,0.0,0.0,1.0,1.0,0
19.0,1.0,0.0,23.0,69.0,81.0,11.0,12.0,14.0,0.856481481,517.0,1.0,4.0,0.0,0.183333333,0.0,0.0,25.57894737,6.0,1.8421,0
4.0,2.0,0.0,1.0,15.0,6.0,0.0,1.0,1.0,1.333333333,49.0,1.0,0.0,0.842105263,1.0,1.0,1.0,11.0,1.0,0.75,0
1.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0
14.0,3.0,0.0,17.0,48.0,41.0,1.0,16.0,11.0,0.769230769,384.0,1.0,2.0,0.74,0.261904762,1.0,1.0,25.92857143,26.0,3.0,1
2.0,4.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0,2.0,20.0,0.0,0.0,0.971428571,0.75,1.0,1.0,9.0,3.0,1.5,0
3.0,1.0,0.0,2.0,13.0,1.0,1.0,1.0,3.0,1.441176471,76.0,0.058823529,1.0,0.0,0.5,0.0,0.0,18.66666667,4.0,1.6667,0
7.0,3.0,0.0,9.0,39.0,1.0,0.0,9.0,7.0,0.708333333,260.0,1.0,2.0,0.860465116,0.285714286,2.0,2.0,35.57142857,1.0,0.8571,1
7.0,3.0,3.0,12.0,26.0,9.0,3.0,9.0,4.0,1.041666667,106.0,0.375,0.0,0.860465116,0.428571429,0.0,0.0,13.0,3.0,1.1429,0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
6.0,4.0,0.0,9.0,33.0,0.0,0.0,9.0,6.0,0.68,205.0,1.0,1.0,0.939759036,0.416666667,2.0,4.0,32.33333333,1.0,0.8333,0
11.0,2.0,0.0,17.0,15.0,13.0,15.0,3.0,11.0,0.75,97.0,1.0,3.0,0.2,0.220779221,0.0,0.0,7.272727273,1.0,0.7273,0
2.0,2.0,0.0,3.0,13.0,1.0,1.0,2.0,2.0,2.0,48.0,0.0,0.0,0.875,0.75,0.0,0.0,23.0,5.0,2.5,0
24.0,4.0,0.0,45.0,68.0,244.0,41.0,6.0,22.0,0.804347826,397.0,1.0,1.0,0.736111111,0.211180124,2.0,14.0,15.375,6.0,1.9583,1
25.0,1.0,1.0,13.0,59.0,248.0,9.0,4.0,20.0,0.875,290.0,1.0,1.0,0.0,0.173333333,0.0,0.0,10.36,6.0,1.4,0
3.0,2.0,0.0,5.0,12.0,3.0,1.0,4.0,1.0,2.0,40.0,0.0,0.0,0.857142857,0.666666667,0.0,0.0,12.33333333,1.0,0.6667,0
9.0,1.0,0.0,5.0,57.0,34.0,2.0,3.0,2.0,1.083333333,566.0,0.222222222,0.0,0.0,0.303571429,0.0,0.0,60.88888889,2.0,0.8889,1
3.0,2.0,0.0,4.0,6.0,0.0,1.0,3.0,3.0,0.0,30.0,1.0,0.0,0.818181818,0.666666667,0.0,0.0,8.666666667,2.0,1.0,0
49.0,4.0,1.0,31.0,210.0,844.0,1.0,30.0,28.0,0.877403846,2937.0,1.0,2.0,0.624,0.127314815,0.0,0.0,58.40816327,13.0,1.449,1
6.0,5.0,2.0,8.0,21.0,15.0,2.0,6.0,5.0,2.0,83.0,0.0,0.0,0.955357143,0.416666667,1.0,1.0,12.83333333,3.0,1.1667,1
7.0,3.0,0.0,11.0,28.0,0.0,2.0,9.0,7.0,0.25,122.0,1.0,0.0,0.833333333,0.285714286,1.0,1.0,16.14285714,1.0,0.8571,0
3.0,4.0,0.0,4.0,9.0,3.0,1.0,3.0,3.0,2.0,27.0,0.0,0.0,0.972222222,0.555555556,0.0,0.0,8.0,3.0,1.0,0
1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2064.0,0.0,0.0,0.0,0.0,0.0,0.0,2052.0,0.0,0.0,0
