wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,defects
2.0,4.0,0.0,5.0,7.0,1.0,0.0,5.0,2.0,2.0,15.0,0.0,0.0,0.979591837,0.75,1.0,6.0,6.5,1.0,0.5,0
15.0,3.0,0.0,55.0,96.0,23.0,0.0,55.0,9.0,0.798319328,1308.0,1.0,8.0,0.811594203,0.214285714,2.0,3.0,85.06666667,14.0,3.1333,0
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0
48.0,1.0,0.0,8.0,106.0,388.0,1.0,7.0,26.0,0.895702962,2321.0,0.901960784,2.0,0.0,0.236702128,0.0,0.0,46.29166667,21.0,1.8958,0
3.0,5.0,0.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,8.0,0.0,0.0,0.990697674,0.666666667,1.0,2.0,1.666666667,1.0,0.6667,0
9.0,1.0,0.0,3.0,24.0,0.0,2.0,2.0,0.0,0.892857143,353.0,0.0,1.0,0.0,0.62962963,0.0,0.0,37.44444444,3.0,1.4444,0
7.0,3.0,0.0,15.0,36.0,0.0,0.0,15.0,6.0,0.814814815,242.0,0.444444444,2.0,0.934210526,0.285714286,2.0,8.0,32.28571429,3.0,1.1429,0
16.0,2.0,0.0,4.0,24.0,120.0,2.0,2.0,14.0,2.0,229.0,0.0,0.0,0.821428571,0.3046875,1.0,7.0,13.3125,1.0,0.9375,0
4.0,1.0,0.0,67.0,4.0,6.0,67.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.583333333,0.0,0.0,0.0,1.0,1.0,0
6.0,3.0,0.0,10.0,44.0,15.0,0.0,10.0,5.0,1.0,615.0,0.0,0.0,0.615384615,0.375,3.0,6.0,101.1666667,7.0,2.0,1
5.0,1.0,1.0,17.0,6.0,10.0,15.0,2.0,5.0,2.0,8.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,1.0,0.8,0
5.0,3.0,0.0,4.0,17.0,10.0,0.0,4.0,5.0,2.0,74.0,0.0,0.0,0.98,0.466666667,2.0,5.0,13.8,16.0,3.8,0
8.0,3.0,0.0,1.0,21.0,28.0,1.0,0.0,7.0,1.142857143,273.0,0.0,0.0,0.857142857,0.225,0.0,0.0,17.375,2.0,0.875,0
5.0,5.0,0.0,13.0,23.0,4.0,1.0,13.0,3.0,0.75,251.0,1.0,2.0,0.968992248,0.44,1.0,5.0,48.4,10.0,3.0,1
0.0,1.0,0.0,6.0,0.0,0.0,5.0,1.0,0.0,2.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,1.0,0.0,15.0,36.0,39.0,3.0,12.0,14.0,0.826923077,343.0,0.75,0.0,0.0,0.196428571,0.0,0.0,22.64285714,2.0,1.0714,0
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0
10.0,1.0,0.0,12.0,59.0,0.0,7.0,5.0,7.0,0.305555556,596.0,0.75,1.0,0.0,0.44,0.0,0.0,58.2,1.0,0.7,0
4.0,5.0,0.0,5.0,12.0,0.0,1.0,4.0,2.0,0.636363636,179.0,1.0,0.0,0.989528796,0.55,1.0,1.0,41.0,1.0,0.5,0
4.0,3.0,0.0,21.0,26.0,0.0,0.0,21.0,3.0,0.333333333,123.0,1.0,1.0,0.949152542,0.4,2.0,5.0,29.5,2.0,1.0,0
8.0,1.0,0.0,2.0,12.0,0.0,2.0,0.0,8.0,0.523809524,217.0,0.833333333,0.0,0.0,0.583333333,0.0,0.0,25.375,4.0,1.875,0
3.0,3.0,0.0,6.0,7.0,3.0,1.0,5.0,3.0,2.0,40.0,0.0,0.0,0.953488372,0.555555556,2.0,2.0,12.33333333,1.0,0.6667,0
5.0,4.0,0.0,19.0,22.0,4.0,1.0,19.0,5.0,0.5,225.0,1.0,0.0,0.96969697,0.4,2.0,4.0,43.8,13.0,3.0,0
6.0,1.0,0.0,4.0,17.0,0.0,3.0,1.0,6.0,0.7,183.0,0.0,0.0,0.0,0.722222222,0.0,0.0,28.5,7.0,1.8333,0
2.0,5.0,0.0,5.0,6.0,1.0,0.0,5.0,2.0,2.0,14.0,0.0,0.0,0.982142857,0.75,2.0,7.0,6.0,1.0,0.5,0
11.0,1.0,0.0,4.0,18.0,5.0,2.0,2.0,8.0,0.714285714,248.0,0.714285714,2.0,0.0,0.366666667,0.0,0.0,20.27272727,5.0,1.2727,0
2.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,38.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,2.0,1.0,0
15.0,1.0,0.0,8.0,25.0,49.0,2.0,6.0,12.0,0.833333333,139.0,0.833333333,3.0,0.0,0.208333333,0.0,0.0,7.866666667,6.0,1.2667,0
7.0,2.0,0.0,14.0,20.0,0.0,1.0,13.0,7.0,0.0,74.0,1.0,1.0,0.5,0.25974026,0.0,0.0,9.428571429,1.0,0.7143,0
11.0,2.0,4.0,12.0,20.0,0.0,6.0,7.0,11.0,0.2,88.0,1.0,1.0,0.75,0.227272727,1.0,7.0,6.909090909,3.0,1.3636,0
15.0,5.0,0.0,26.0,71.0,0.0,4.0,25.0,15.0,0.535714286,499.0,1.0,1.0,0.954063604,0.193939394,0.0,0.0,32.13333333,2.0,0.9333,0
3.0,5.0,0.0,6.0,10.0,3.0,1.0,5.0,1.0,2.0,30.0,0.0,0.0,0.990697674,0.583333333,1.0,2.0,9.0,1.0,0.6667,0
3.0,5.0,0.0,5.0,6.0,1.0,1.0,4.0,2.0,0.5,28.0,1.0,0.0,0.992805755,0.625,2.0,3.0,8.0,2.0,0.6667,0
9.0,5.0,0.0,14.0,43.0,0.0,2.0,12.0,8.0,0.583333333,426.0,1.0,1.0,0.946969697,0.277777778,3.0,11.0,46.0,14.0,2.7778,1
8.0,2.0,1.0,5.0,17.0,0.0,3.0,2.0,8.0,0.0,47.0,0.0,1.0,0.740740741,0.416666667,1.0,1.0,4.75,1.0,0.875,0
2.0,5.0,0.0,6.0,8.0,1.0,1.0,5.0,0.0,2.0,19.0,0.0,0.0,0.995327103,0.666666667,1.0,1.0,8.5,1.0,0.5,0
2.0,5.0,0.0,7.0,8.0,1.0,0.0,7.0,2.0,2.0,34.0,0.0,0.0,0.98245614,0.75,1.0,6.0,16.0,1.0,0.5,0
1.0,6.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0
6.0,1.0,0.0,18.0,6.0,15.0,16.0,3.0,6.0,2.0,6.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1
7.0,3.0,0.0,10.0,16.0,9.0,1.0,9.0,6.0,0.5,55.0,1.0,1.0,0.97029703,0.314285714,2.0,5.0,6.714285714,2.0,1.0,0
17.0,1.0,0.0,60.0,64.0,78.0,44.0,16.0,17.0,0.96875,462.0,0.2,1.0,0.0,0.211764706,0.0,0.0,25.58823529,2.0,0.9412,0
14.0,1.0,0.0,13.0,23.0,55.0,12.0,2.0,13.0,0.153846154,212.0,1.0,2.0,0.0,0.427350427,0.0,0.0,14.0,1.0,0.8571,0
116.0,1.0,0.0,60.0,203.0,4934.0,44.0,48.0,62.0,0.905590062,2911.0,1.0,6.0,0.0,0.103864734,0.0,0.0,23.85344828,13.0,2.0776,1
2.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,2.0,0.0,35.0,1.0,2.0,0.0,0.666666667,0.0,0.0,15.5,2.0,1.0,0
1.0,2.0,0.0,5.0,3.0,0.0,0.0,5.0,1.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0
3.0,5.0,0.0,17.0,33.0,1.0,1.0,16.0,2.0,0.5,177.0,1.0,0.0,0.98245614,0.75,1.0,7.0,57.66666667,1.0,0.3333,0
34.0,1.0,0.0,12.0,124.0,211.0,0.0,12.0,28.0,0.656565657,1600.0,1.0,3.0,0.0,0.196078431,0.0,0.0,45.79411765,7.0,1.6176,0
3.0,2.0,26.0,37.0,9.0,3.0,29.0,8.0,2.0,2.0,24.0,0.0,0.0,0.964285714,0.5,1.0,2.0,7.0,1.0,0.6667,0
4.0,1.0,0.0,9.0,28.0,2.0,2.0,8.0,2.0,0.333333333,475.0,0.0,1.0,0.0,0.583333333,0.0,0.0,117.25,1.0,0.75,0
21.0,3.0,0.0,3.0,43.0,0.0,0.0,3.0,19.0,0.5,498.0,1.0,0.0,0.5,0.220238095,1.0,2.0,22.47619048,3.0,1.0476,0
7.0,3.0,0.0,20.0,16.0,1.0,1.0,19.0,7.0,0.333333333,70.0,1.0,0.0,0.922077922,0.371428571,2.0,8.0,8.857142857,2.0,1.1429,0
12.0,1.0,0.0,1.0,12.0,66.0,1.0,0.0,12.0,2.0,12.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,1.0,1.0,0
4.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.266666667,90.0,0.0,0.0,0.0,0.833333333,0.0,0.0,15.25,4.0,2.0,0
22.0,1.0,6.0,16.0,43.0,0.0,9.0,7.0,19.0,0.238095238,152.0,0.0,1.0,0.0,0.265151515,0.0,0.0,5.863636364,1.0,0.9091,0
9.0,1.0,0.0,20.0,9.0,36.0,16.0,4.0,9.0,2.0,9.0,0.0,0.0,0.0,0.296296296,0.0,0.0,0.0,1.0,1.0,0
14.0,2.0,0.0,30.0,39.0,71.0,6.0,25.0,13.0,0.538461538,167.0,1.0,0.0,0.733333333,0.222222222,2.0,3.0,10.85714286,2.0,1.0,0
1.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
1.0,4.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0
5.0,3.0,0.0,9.0,17.0,8.0,1.0,8.0,5.0,0.5,92.0,1.0,0.0,0.904761905,0.4,1.0,6.0,17.2,8.0,2.4,0
1.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0
4.0,4.0,0.0,8.0,24.0,6.0,0.0,8.0,4.0,2.0,121.0,0.0,0.0,0.985365854,0.625,2.0,4.0,29.25,1.0,0.75,0
8.0,2.0,1.0,4.0,21.0,0.0,2.0,3.0,8.0,0.238095238,157.0,1.0,2.0,0.588235294,0.34375,1.0,5.0,18.25,3.0,1.5,0
18.0,6.0,1.0,57.0,94.0,31.0,9.0,49.0,11.0,0.810457516,1125.0,1.0,1.0,0.853448276,0.261904762,3.0,8.0,61.0,6.0,2.6111,0
8.0,2.0,0.0,14.0,27.0,20.0,0.0,14.0,6.0,0.571428571,189.0,1.0,2.0,0.5,0.349206349,1.0,1.0,22.25,8.0,2.375,1
3.0,4.0,0.0,12.0,15.0,3.0,0.0,12.0,3.0,2.0,59.0,0.0,0.0,0.979591837,0.444444444,3.0,13.0,18.66666667,3.0,1.3333,0
2.0,4.0,0.0,6.0,17.0,1.0,1.0,5.0,1.0,2.0,65.0,0.0,0.0,0.995260664,0.625,3.0,4.0,31.5,1.0,0.5,0
3.0,3.0,0.0,2.0,11.0,3.0,2.0,0.0,3.0,2.0,61.0,0.0,0.0,0.95,0.833333333,1.0,2.0,19.33333333,5.0,2.3333,0
3.0,2.0,0.0,3.0,5.0,3.0,1.0,2.0,0.0,2.0,24.0,0.0,0.0,0.5,0.555555556,0.0,0.0,7.0,2.0,1.3333,0
17.0,1.0,0.0,4.0,52.0,50.0,0.0,4.0,16.0,0.65625,569.0,1.0,0.0,0.0,0.196078431,0.0,0.0,32.23529412,14.0,1.8824,0
7.0,2.0,0.0,1.0,13.0,0.0,1.0,0.0,7.0,0.0,213.0,1.0,0.0,0.684210526,0.342857143,1.0,2.0,29.28571429,1.0,0.8571,0
2.0,4.0,0.0,5.0,7.0,1.0,0.0,5.0,2.0,2.0,17.0,0.0,0.0,0.979591837,0.75,1.0,6.0,7.5,1.0,0.5,0
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0
1.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0
1.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
4.0,2.0,1.0,5.0,10.0,6.0,1.0,5.0,4.0,2.0,58.0,0.0,0.0,0.823529412,0.5,1.0,4.0,13.5,5.0,1.75,0
1.0,3.0,1.0,6.0,2.0,0.0,5.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0
2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,0
25.0,3.0,0.0,23.0,103.0,210.0,12.0,13.0,20.0,0.916666667,979.0,0.357142857,0.0,0.465116279,0.199074074,1.0,2.0,37.6,17.0,1.76,1
20.0,3.0,0.0,8.0,56.0,188.0,2.0,6.0,15.0,1.019736842,859.0,1.0,0.0,0.709677419,0.292857143,2.0,8.0,41.55,12.0,2.3,1
3.0,1.0,0.0,4.0,11.0,0.0,4.0,0.0,3.0,0.0,38.0,0.0,0.0,0.0,0.833333333,0.0,0.0,11.33333333,1.0,0.6667,0
2.0,1.0,0.0,53.0,2.0,1.0,53.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0
67.0,4.0,1.0,25.0,179.0,1873.0,3.0,23.0,57.0,0.911111111,2275.0,0.933333333,11.0,0.591194969,0.131313131,2.0,19.0,32.50746269,13.0,2.3284,1
3.0,3.0,0.0,7.0,7.0,3.0,2.0,5.0,3.0,2.0,25.0,0.0,0.0,0.953488372,0.555555556,1.0,1.0,7.333333333,1.0,0.6667,0
19.0,3.0,0.0,64.0,101.0,119.0,2.0,64.0,13.0,0.85,1465.0,0.8,4.0,0.756756757,0.23923445,1.0,3.0,75.57894737,9.0,3.0526,0
71.0,1.0,2.0,24.0,151.0,1037.0,8.0,16.0,48.0,0.878405316,2724.0,0.604651163,6.0,0.0,0.133333333,0.0,0.0,36.76056338,12.0,1.507,1
4.0,2.0,0.0,18.0,7.0,0.0,1.0,17.0,4.0,0.166666667,93.0,1.0,0.0,0.8,0.4,0.0,0.0,21.75,12.0,4.0,0
4.0,4.0,0.0,5.0,6.0,4.0,1.0,4.0,4.0,0.666666667,26.0,1.0,0.0,0.964285714,0.45,0.0,0.0,5.25,1.0,0.75,0
1.0,3.0,0.0,12.0,2.0,0.0,12.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0
5.0,2.0,10.0,27.0,17.0,10.0,16.0,11.0,4.0,2.0,56.0,0.0,0.0,0.931034483,0.44,1.0,4.0,10.2,1.0,0.8,0
6.0,3.0,0.0,35.0,56.0,0.0,2.0,33.0,5.0,0.45,416.0,1.0,2.0,0.918032787,0.305555556,2.0,8.0,67.66666667,28.0,6.0,0
7.0,2.0,0.0,1.0,13.0,0.0,1.0,0.0,7.0,0.0,65.0,1.0,0.0,0.684210526,0.342857143,1.0,2.0,8.142857143,1.0,0.8571,0
4.0,5.0,0.0,17.0,75.0,6.0,1.0,17.0,3.0,2.0,468.0,0.0,0.0,0.986111111,0.5,4.0,6.0,116.0,3.0,1.25,1
19.0,1.0,0.0,6.0,42.0,57.0,2.0,4.0,19.0,0.666666667,154.0,0.0,1.0,0.0,0.278195489,0.0,0.0,7.0,1.0,0.9474,0
17.0,2.0,4.0,8.0,36.0,30.0,5.0,3.0,6.0,0.912946429,505.0,1.0,0.0,0.704545455,0.25,0.0,0.0,27.05882353,3.0,1.2353,1
32.0,1.0,6.0,106.0,57.0,466.0,98.0,11.0,31.0,0.806451613,276.0,1.0,1.0,0.0,0.163461538,0.0,0.0,7.59375,3.0,1.2813,0
4.0,6.0,0.0,10.0,16.0,6.0,0.0,10.0,3.0,2.0,113.0,0.0,0.0,0.955223881,0.5,2.0,8.0,27.25,1.0,0.75,0
7.0,4.0,0.0,25.0,49.0,21.0,4.0,22.0,5.0,2.0,452.0,0.0,0.0,0.923076923,0.339285714,2.0,7.0,63.57142857,14.0,5.1429,0
2.0,4.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,13.0,0.0,0.0,0.987804878,0.6,0.0,0.0,5.5,1.0,0.5,0
34.0,1.0,0.0,15.0,34.0,561.0,3.0,13.0,34.0,2.0,34.0,0.0,0.0,0.0,0.119485294,0.0,0.0,0.0,1.0,1.0,0
5.0,1.0,0.0,8.0,17.0,0.0,6.0,2.0,4.0,0.4375,115.0,1.0,2.0,0.0,0.45,0.0,0.0,21.2,4.0,1.6,1
11.0,2.0,0.0,5.0,26.0,0.0,4.0,2.0,11.0,0.55,127.0,0.5,1.0,0.583333333,0.409090909,1.0,3.0,10.36363636,3.0,1.3636,0
3.0,2.0,2.0,3.0,7.0,0.0,2.0,1.0,2.0,0.5,32.0,1.0,0.0,0.75,0.666666667,0.0,0.0,9.0,1.0,0.6667,0
3.0,1.0,0.0,6.0,23.0,3.0,2.0,4.0,3.0,2.0,141.0,0.0,0.0,0.0,0.333333333,0.0,0.0,46.0,1.0,0.6667,1
6.0,7.0,2.0,13.0,16.0,0.0,4.0,10.0,4.0,0.2,94.0,1.0,0.0,0.97080292,0.4,4.0,10.0,14.5,3.0,1.1667,0
8.0,5.0,0.0,5.0,10.0,28.0,2.0,3.0,8.0,2.0,31.0,0.0,0.0,0.951048951,0.416666667,3.0,19.0,2.875,2.0,1.0,0
3.0,3.0,0.0,1.0,4.0,3.0,0.0,1.0,3.0,2.0,10.0,0.0,0.0,0.98989899,1.0,2.0,4.0,2.333333333,1.0,0.6667,0
1.0,1.0,0.0,26.0,1.0,0.0,24.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
4.0,8.0,0.0,10.0,15.0,2.0,2.0,8.0,3.0,0.333333333,97.0,1.0,1.0,0.978571429,0.4375,2.0,2.0,22.75,4.0,1.5,0
3.0,3.0,0.0,6.0,7.0,3.0,1.0,5.0,3.0,2.0,19.0,0.0,0.0,0.952380952,0.555555556,1.0,1.0,5.333333333,1.0,0.6667,0
9.0,1.0,0.0,11.0,19.0,0.0,7.0,4.0,9.0,0.5,101.0,1.0,1.0,0.0,0.555555556,0.0,0.0,10.0,2.0,1.0,0
2.0,4.0,0.0,5.0,7.0,1.0,0.0,5.0,2.0,2.0,15.0,0.0,0.0,0.979591837,0.75,1.0,6.0,6.5,1.0,0.5,0
3.0,1.0,0.0,6.0,6.0,3.0,0.0,6.0,3.0,2.0,41.0,0.0,0.0,0.0,0.444444444,0.0,0.0,12.66666667,6.0,2.3333,0
22.0,1.0,0.0,27.0,42.0,0.0,20.0,9.0,21.0,0.682539683,476.0,0.333333333,2.0,0.0,0.365079365,0.0,0.0,20.36363636,3.0,1.0,0
12.0,7.0,0.0,16.0,35.0,6.0,3.0,14.0,8.0,0.409090909,230.0,1.0,1.0,0.93006993,0.291666667,4.0,13.0,18.0,5.0,1.6667,1
29.0,1.0,0.0,10.0,73.0,114.0,2.0,8.0,29.0,0.846428571,394.0,1.0,4.0,0.0,0.237068966,0.0,0.0,12.24137931,1.0,0.9655,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
3.0,5.0,0.0,7.0,10.0,3.0,1.0,6.0,2.0,2.0,40.0,0.0,0.0,0.990697674,0.583333333,2.0,4.0,12.33333333,1.0,0.6667,0
4.0,2.0,1.0,1.0,9.0,2.0,1.0,0.0,3.0,0.666666667,91.0,1.0,0.0,0.942857143,0.666666667,2.0,3.0,21.25,3.0,1.0,1
3.0,4.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,0.5,599.0,0.0,0.0,0.976190476,1.0,0.0,0.0,198.3333333,1.0,0.3333,0
2.0,5.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,6.0,0.0,0.0,0.995833333,0.75,1.0,1.0,2.0,1.0,0.5,0
4.0,4.0,0.0,20.0,20.0,0.0,1.0,20.0,4.0,0.333333333,149.0,1.0,0.0,0.979591837,0.45,2.0,4.0,36.0,10.0,2.75,0
3.0,4.0,0.0,8.0,9.0,1.0,1.0,7.0,3.0,0.5,26.0,0.0,1.0,0.99086758,0.555555556,0.0,0.0,7.333333333,1.0,0.6667,0
9.0,2.0,1.0,21.0,10.0,36.0,20.0,6.0,1.0,2.0,28.0,0.0,0.0,0.6,0.314814815,0.0,0.0,2.111111111,1.0,0.8889,0
3.0,4.0,0.0,26.0,33.0,0.0,0.0,26.0,3.0,0.166666667,264.0,1.0,3.0,0.979591837,0.444444444,4.0,15.0,86.0,3.0,1.3333,0
1.0,1.0,0.0,5.0,1.0,0.0,5.0,0.0,0.0,2.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0
2.0,4.0,0.0,13.0,13.0,1.0,0.0,13.0,2.0,2.0,43.0,0.0,0.0,0.989690722,0.6,2.0,4.0,20.5,2.0,1.0,1
3.0,1.0,0.0,7.0,15.0,3.0,4.0,3.0,3.0,1.0,183.0,0.0,3.0,0.0,0.388888889,0.0,0.0,58.66666667,5.0,3.3333,0
3.0,4.0,0.0,10.0,34.0,3.0,1.0,9.0,1.0,2.0,169.0,0.0,0.0,0.990566038,0.666666667,1.0,1.0,55.33333333,1.0,0.6667,0
10.0,4.0,0.0,8.0,23.0,25.0,1.0,7.0,10.0,0.555555556,86.0,0.0,1.0,0.905263158,0.28,3.0,22.0,7.5,2.0,1.0,1
3.0,7.0,0.0,20.0,26.0,0.0,1.0,19.0,2.0,0.0,171.0,0.75,3.0,0.985185185,0.444444444,3.0,4.0,54.66666667,6.0,3.0,0
2.0,4.0,1.0,9.0,14.0,1.0,2.0,7.0,1.0,2.0,50.0,0.0,0.0,0.995260664,0.625,2.0,2.0,24.0,1.0,0.5,0
3.0,3.0,0.0,7.0,7.0,3.0,2.0,5.0,3.0,2.0,25.0,0.0,0.0,0.953488372,0.555555556,1.0,1.0,7.333333333,1.0,0.6667,0
4.0,2.0,0.0,6.0,25.0,0.0,1.0,5.0,2.0,0.444444444,152.0,0.0,2.0,0.727272727,0.5625,1.0,4.0,36.25,1.0,0.75,0
4.0,3.0,0.0,13.0,14.0,0.0,0.0,13.0,4.0,0.333333333,44.0,1.0,0.0,0.959459459,0.4,2.0,7.0,9.75,1.0,0.75,0
6.0,5.0,0.0,16.0,27.0,15.0,1.0,15.0,4.0,2.0,193.0,0.0,0.0,0.97706422,0.533333333,2.0,4.0,31.16666667,6.0,1.6667,1
6.0,3.0,0.0,9.0,26.0,15.0,0.0,9.0,6.0,2.0,160.0,0.0,0.0,0.975124378,0.444444444,2.0,5.0,25.66666667,4.0,1.3333,0
3.0,1.0,0.0,4.0,9.0,1.0,4.0,0.0,2.0,1.456896552,583.0,0.896551724,0.0,0.0,0.5,0.0,0.0,174.0,3.0,1.0,0
2.0,4.0,0.0,8.0,14.0,1.0,0.0,8.0,2.0,2.0,72.0,0.0,0.0,0.979591837,0.75,2.0,7.0,35.0,1.0,0.5,0
5.0,3.0,0.0,20.0,30.0,0.0,0.0,20.0,4.0,0.75,144.0,1.0,1.0,0.933333333,0.333333333,2.0,6.0,27.4,3.0,1.2,0
12.0,1.0,0.0,15.0,62.0,66.0,2.0,13.0,9.0,0.909090909,477.0,0.0,0.0,0.0,0.25,0.0,0.0,38.58333333,5.0,2.0,1
34.0,2.0,0.0,20.0,144.0,337.0,4.0,17.0,19.0,0.894660895,1704.0,1.0,6.0,0.288888889,0.131487889,0.0,0.0,48.5,18.0,2.7059,0
11.0,3.0,0.0,3.0,16.0,55.0,1.0,2.0,11.0,2.0,44.0,0.0,0.0,0.830188679,0.348484848,0.0,0.0,3.0,1.0,0.8182,0
31.0,3.0,2.0,23.0,77.0,241.0,11.0,14.0,26.0,0.733333333,1095.0,0.4,2.0,0.641975309,0.180107527,2.0,9.0,34.16129032,17.0,3.0645,0
0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,4.0,9.0,18.0,21.0,28.0,9.0,9.0,4.0,2.0,110.0,0.0,0.0,0.872727273,0.5,2.0,5.0,12.75,2.0,1.125,0
